Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Postal Code,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
30388,ID-2012-82610,2/13/2012,2/13/2012,Same Day,JL-15850,John Lucas,Consumer,Auckland,Auckland,Germany,,APAC,Central,OFF-AP-10000078,Office Supplies,Appliances,"Breville Toaster, Silver",371.808,8,0.4,-216.912,37.6,Critical
27991,ID-2012-38972,2/15/2012,2/19/2012,Second Class,JD-15790,John Dryer,Consumer,Ho Chi Minh City,Ho Chí Minh City,Philippines,,APAC,Southeast Asia,TEC-AC-10003659,Technology,Accessories,"Memorex Memory Card, Programmable",329.9886,6,0.47,-205.5114,36.5,Medium
10535,ES-2012-3278844,1/30/2012,2/1/2012,Second Class,CM-11830,Cari MacIntyre,Corporate,Perpignan,Languedoc-Roussillon,Nicaragua,,EU,Central,OFF-ST-10001818,Office Supplies,Storage,"Smead Trays, Blue",218.16,5,0.1,7.26,34.98,High
23302,IN-2012-56514,2/4/2012,2/8/2012,Standard Class,SC-20095,Sanjit Chand,Consumer,Semarang,Jawa Tengah,United Kingdom,,APAC,North,OFF-ST-10000892,Office Supplies,Storage,"Tenex Trays, Wire Frame",221.112,5,0.17,74.562,34.81,High
31160,IN-2012-84675,2/4/2012,2/8/2012,Standard Class,EB-13840,Ellis Ballard,Corporate,Lower Hutt,Wellington,China,,APAC,North Asia,TEC-CO-10001869,Technology,Copiers,"Brother Fax and Copier, High-Speed",379.38,2,0,125.16,34.69,High
23575,IN-2012-40029,1/27/2012,2/2/2012,Standard Class,MY-18295,Muhammed Yedwab,Corporate,Xichang,Sichuan,Mexico,,APAC,North,OFF-ST-10003837,Office Supplies,Storage,"Tenex Lockers, Single Width",816.72,4,0,114.24,34.48,Medium
12977,ES-2012-4014694,1/30/2012,2/4/2012,Second Class,DB-13360,Dennis Bolton,Home Office,Corbeil-Essonnes,Ile-de-France,United States,,EU,West,OFF-ST-10001050,Office Supplies,Storage,"Eldon Shelving, Blue",305.046,7,0.1,57.456,33.73,High
22545,ID-2012-34772,2/9/2012,2/14/2012,Standard Class,TT-21220,Thomas Thornton,Consumer,Brisbane,Queensland,United States,,APAC,South,TEC-PH-10002428,Technology,Phones,"Apple Headset, VoIP",462.105,7,0.1,-36.015,33.37,Medium
11388,ES-2012-1059749,2/13/2012,2/16/2012,First Class,SP-20920,Susan Pistek,Consumer,Quimper,Brittany,China,,EU,North Asia,OFF-ST-10003414,Office Supplies,Storage,"Tenex Shelving, Industrial",248.13,5,0.1,24.78,33.15,Medium
19370,ES-2012-2469272,1/27/2012,2/1/2012,Second Class,NM-18445,Nathan Mautz,Home Office,Manchester,England,Indonesia,,EU,Southeast Asia,TEC-CO-10004045,Technology,Copiers,"Hewlett Ink, High-Speed",440.64,3,0,132.12,33.13,Medium
4323,MX-2012-154459,2/1/2012,2/6/2012,Standard Class,JF-15190,Jamie Frazer,Consumer,Santiago,Santiago,Germany,,LATAM,Central,TEC-PH-10002102,Technology,Phones,"Nokia Headset, Cordless",151.92,3,0,71.4,32.938,High
37686,CA-2012-147529,2/7/2012,2/11/2012,Standard Class,DK-12835,Damala Kotsonis,Corporate,Springfield,Virginia,Colombia,22153,US,South,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,311.15,5,0,146.2405,32.39,High
18701,ES-2012-5053352,2/8/2012,2/8/2012,Same Day,JM-15865,John Murray,Consumer,Givors,Rhône-Alpes,Italy,,EU,South,OFF-SU-10003160,Office Supplies,Supplies,"Acme Ruler, High Speed",83.55,5,0,3.3,32,Critical
12011,ES-2012-1606540,2/9/2012,2/13/2012,Standard Class,PP-18955,Paul Prost,Home Office,Castres,Midi-Pyrénées,China,,EU,North Asia,OFF-ST-10003641,Office Supplies,Storage,"Fellowes Trays, Wire Frame",558.954,11,0.1,92.994,31.34,High
12014,ES-2012-1606540,2/9/2012,2/13/2012,Standard Class,PP-18955,Paul Prost,Home Office,Castres,Midi-Pyrénées,Italy,,EU,South,OFF-ST-10001648,Office Supplies,Storage,"Tenex Shelving, Blue",245.97,5,0.1,-13.68,31.18,High
47358,LI-2012-6780,2/15/2012,2/19/2012,Standard Class,HD-4785,Harold Dahlen,Home Office,Monrovia,Montserrado,Nigeria,,Africa,Africa,FUR-SAU-10000637,Furniture,Bookcases,"Sauder Library with Doors, Metal",387.09,1,0,127.71,29.7,Medium
12010,ES-2012-1606540,2/9/2012,2/13/2012,Standard Class,PP-18955,Paul Prost,Home Office,Castres,Midi-Pyrénées,Russia,,EU,EMEA,TEC-MA-10000559,Technology,Machines,"Epson Card Printer, Red",284.07,2,0.15,100.23,29.6,High
23000,IN-2012-44810,2/25/2012,2/25/2012,Same Day,BP-11230,Benjamin Patterson,Consumer,Surat,Gujarat,Turkey,,APAC,EMEA,OFF-EN-10000657,Office Supplies,Envelopes,"Jiffy Peel and Seal, with clear poly window",117.75,5,0,38.85,29.42,Critical
27632,IN-2012-60441,2/28/2012,2/29/2012,Same Day,HF-14995,Herbert Flentye,Consumer,Melton,Victoria,United States,,APAC,South,TEC-PH-10003491,Technology,Phones,"Samsung Office Telephone, Full Size",299.295,5,0.1,-6.705,29.07,High
2829,MX-2012-114461,2/1/2012,2/5/2012,Standard Class,RM-19375,Raymond Messe,Consumer,Escuintla,Escuintla,El Salvador,,LATAM,Central,TEC-AC-10002760,Technology,Accessories,"Memorex Memory Card, Erganomic",200.16,3,0,0,28.95,High
4711,MX-2012-116589,2/27/2012,2/29/2012,First Class,BF-11080,Bart Folk,Consumer,Lima,Lima (city),Germany,,LATAM,Central,OFF-ST-10003997,Office Supplies,Storage,"Fellowes File Cart, Industrial",165.348,3,0.4,2.748,27.967,Medium
11504,ES-2012-4306010,2/23/2012,2/25/2012,First Class,PB-19210,Phillip Breyer,Corporate,Coventry,England,Mexico,,EU,North,OFF-ST-10004473,Office Supplies,Storage,"Tenex Trays, Wire Frame",426.24,8,0,213.12,27.9,High
1107,US-2012-142699,1/28/2012,2/4/2012,Standard Class,BS-11365,Bill Shonely,Corporate,Portmore,Saint Catherine,United Kingdom,,LATAM,North,TEC-CO-10000043,Technology,Copiers,"Brother Fax Machine, Laser",635.80584,3,0.002,62.38584,26.598,Medium
27630,IN-2012-60441,2/28/2012,2/29/2012,Same Day,HF-14995,Herbert Flentye,Consumer,Melton,Victoria,Australia,,APAC,Oceania,FUR-FU-10000815,Furniture,Furnishings,"Eldon Door Stop, Black",135.432,3,0.1,13.482,26.3,High
21838,ID-2012-31426,2/16/2012,2/20/2012,Standard Class,GR-14560,Georgia Rosenberg,Corporate,Jakarta,Jakarta,Australia,,APAC,Oceania,TEC-CO-10000560,Technology,Copiers,"Hewlett Ink, High-Speed",273.1968,2,0.07,-14.7432,25.98,Medium
9591,MX-2012-140767,2/18/2012,2/22/2012,Standard Class,RB-19795,Ross Baird,Home Office,Valinhos,São Paulo,India,,LATAM,Central Asia,FUR-BO-10004113,Furniture,Bookcases,"Sauder Classic Bookcase, Pine",583.12,2,0,274.04,25.339,Medium
27631,IN-2012-60441,2/28/2012,2/29/2012,Same Day,HF-14995,Herbert Flentye,Consumer,Melton,Victoria,Germany,,APAC,Central,TEC-PH-10004933,Technology,Phones,"Samsung Headset, VoIP",131.922,2,0.1,46.902,25.33,High
7790,MX-2012-140109,1/31/2012,2/3/2012,Second Class,JK-15325,Jason Klamczynski,Corporate,Mexico City,Distrito Federal,Nicaragua,,LATAM,Central,OFF-PA-10000867,Office Supplies,Paper,"SanDisk Message Books, Multicolor",100.92,6,0,25.2,23.56,Critical
